17-09-24 12:47,83.379997
17-09-24 12:48,85.709999
17-09-24 12:49,88.720001
17-09-24 12:50,91.739998
17-09-24 12:51,94.389999
17-09-24 12:52,96.800003
17-09-24 12:53,98.940002
17-09-24 12:54,99.610001
17-09-24 12:55,100.400002
17-09-24 12:56,101.349998
17-09-24 12:57,102.199997
17-09-24 12:58,103.160004
17-09-24 12:59,104.110001
17-09-24 13:00,105.07
17-09-24 13:01,105.830002
17-09-24 13:02,106.669998
17-09-24 13:03,107.410004
17-09-24 13:04,108.120003
17-09-24 13:05,108.790001
17-09-24 13:06,109.419998
17-09-24 13:07,110.010002
17-09-24 13:08,110.550003
17-09-24 13:09,111.099998
17-09-24 13:10,111.650002
17-09-24 13:11,112.080002
17-09-24 13:12,112.529999
17-09-24 13:13,112.970001
17-09-24 13:14,113.410004
17-09-24 13:15,113.800003
17-09-24 13:16,114.199997
17-09-24 13:17,114.529999
17-09-24 13:18,114.849998
17-09-24 13:19,115.120003
17-09-24 13:20,115.370003
17-09-24 13:21,115.580002
17-09-24 13:22,115.839996
17-09-24 13:23,116.07
17-09-24 13:24,116.290001
17-09-24 13:25,116.470001
17-09-24 13:26,116.660004
17-09-24 13:27,116.839996
17-09-24 13:28,117.010002
17-09-24 13:29,117.139999
17-09-24 13:30,117.290001
17-09-24 13:31,117.440002
17-09-24 13:32,117.57
17-09-24 13:33,117.68
17-09-24 13:34,117.809998
17-09-24 13:35,117.919998
17-09-24 13:36,118.129997
17-09-24 13:37,118.360001
17-09-24 13:38,118.620003
17-09-24 13:39,118.900002
17-09-24 13:40,119.139999
17-09-24 13:41,119.339996
17-09-24 13:42,119.540001
17-09-24 13:43,119.699997
17-09-24 13:44,119.879997
17-09-24 13:45,120.019997
17-09-24 13:46,120.18
17-09-24 13:47,120.32
17-09-24 13:48,120.459999
17-09-24 13:49,120.610001
17-09-24 13:50,120.739998
17-09-24 13:51,120.849998
17-09-24 13:52,121
17-09-24 13:53,121.129997
17-09-24 13:54,121.239998
17-09-24 13:55,121.360001
17-09-24 13:56,121.510002
17-09-24 13:57,121.629997
17-09-24 13:58,121.75
17-09-24 13:59,121.879997
17-09-24 14:00,121.970001
17-09-24 14:01,122.089996
17-09-24 14:02,122.190002
17-09-24 14:03,122.300003
17-09-24 14:04,122.43
17-09-24 14:05,122.5
17-09-24 14:06,122.610001
17-09-24 14:07,122.75
17-09-24 14:08,122.849998
17-09-24 14:09,122.959999
17-09-24 14:10,123.07
17-09-24 14:11,123.190002
17-09-24 14:12,123.300003
17-09-24 14:13,123.440002
17-09-24 14:14,123.559998
17-09-24 14:15,123.690002
17-09-24 14:16,123.830002
17-09-24 14:17,123.980003
17-09-24 14:18,124.120003
17-09-24 14:19,124.25
17-09-24 14:20,124.419998
17-09-24 14:21,124.589996
17-09-24 14:22,124.760002
17-09-24 14:23,124.93
17-09-24 14:24,125.120003
17-09-24 14:25,125.330002
17-09-24 14:26,125.540001
17-09-24 14:27,125.790001
17-09-24 14:28,125.980003
17-09-24 14:29,126.199997
17-09-24 14:30,126.389999
17-09-24 14:31,126.610001
17-09-24 14:32,126.790001
17-09-24 14:33,126.980003
17-09-24 14:34,127.120003
17-09-24 14:35,127.25
17-09-24 14:36,127.330002
17-09-24 14:37,127.389999
17-09-24 14:38,127.419998
17-09-24 14:39,127.470001
17-09-24 14:40,127.470001
17-09-24 14:41,127.489998
17-09-24 14:42,127.470001
17-09-24 14:43,127.459999
17-09-24 14:44,127.43
17-09-24 14:45,127.379997
17-09-24 14:46,127.32
17-09-24 14:47,127.279999
17-09-24 14:48,127.239998
17-09-24 14:49,127.190002
17-09-24 14:50,127.150002
17-09-24 14:51,127.120003
17-09-24 14:52,127.07
17-09-24 14:53,127.029999
17-09-24 14:54,127.029999
17-09-24 14:55,127
17-09-24 14:56,126.980003
17-09-24 14:57,126.959999
17-09-24 14:58,126.940002
17-09-24 14:59,126.940002
17-09-24 15:00,126.959999
17-09-24 15:01,126.949997
17-09-24 15:02,126.949997
17-09-24 15:03,126.970001
17-09-24 15:04,126.940002
17-09-24 15:05,126.959999
17-09-24 15:06,126.970001
17-09-24 15:07,126.959999
17-09-24 15:08,126.980003
17-09-24 15:09,126.989998
17-09-24 15:10,126.970001
17-09-24 15:11,126.940002
17-09-24 15:12,126.959999
17-09-24 15:13,126.959999
17-09-24 15:14,126.980003
17-09-24 15:15,126.970001
17-09-24 15:16,126.970001
17-09-24 15:17,126.980003
17-09-24 15:18,126.970001
17-09-24 15:19,126.959999
17-09-24 15:20,126.980003
17-09-24 15:21,126.949997
17-09-24 15:22,126.940002
17-09-24 15:23,126.949997
17-09-24 15:24,126.940002
17-09-24 15:25,126.940002
17-09-24 15:26,126.919998
17-09-24 15:27,126.970001
17-09-24 15:28,126.949997
17-09-24 15:29,126.970001
17-09-24 15:30,126.980003
17-09-24 15:31,126.980003
17-09-24 15:32,126.989998
17-09-24 15:33,126.989998
17-09-24 15:34,127.019997
17-09-24 15:35,127.019997
17-09-24 15:36,127.019997
17-09-24 15:37,127.040001
17-09-24 15:38,127.050003
17-09-24 15:39,127.010002
17-09-24 15:40,127.040001
17-09-24 15:41,127.010002
17-09-24 15:42,127.010002
17-09-24 15:43,127.019997
17-09-24 15:44,127.010002
17-09-24 15:45,127
17-09-24 15:46,127
17-09-24 15:47,126.980003
17-09-24 15:48,126.989998
17-09-24 15:49,127
17-09-24 15:50,126.989998
17-09-24 15:51,127
17-09-24 15:52,127
17-09-24 15:53,126.980003
17-09-24 15:54,126.970001
17-09-24 15:55,126.980003
17-09-24 15:56,126.970001
